------------------------ Checkpoint 1  ------------------------
------------------------ Checkpoint 2  ------------------------
------------------------ Checkpoint 3  ------------------------
pruning state: 0
remaining weight at start of iteration =  100.0
iteration: 0, epoch: 0, best train: 0, best val: 0, lr: 0.1
iteration: 0, epoch: 1, best train: 0.116, best val: 0.1, lr: 0.09999
iteration: 0, epoch: 2, best train: 0.116, best val: 0.1, lr: 0.09996
iteration: 0, epoch: 3, best train: 0.118, best val: 0.1076, lr: 0.09991
iteration: 0, epoch: 4, best train: 0.118, best val: 0.1349, lr: 0.09985
iteration: 0, epoch: 5, best train: 0.145, best val: 0.1589, lr: 0.09976
iteration: 0, epoch: 6, best train: 0.145, best val: 0.1689, lr: 0.09965
iteration: 0, epoch: 7, best train: 0.145, best val: 0.1942, lr: 0.09953
iteration: 0, epoch: 8, best train: 0.151, best val: 0.1942, lr: 0.09938
iteration: 0, epoch: 9, best train: 0.162, best val: 0.1966, lr: 0.09922
iteration: 0, epoch: 10, best train: 0.162, best val: 0.1966, lr: 0.09904
iteration: 0, epoch: 11, best train: 0.186, best val: 0.2053, lr: 0.09884
iteration: 0, epoch: 12, best train: 0.186, best val: 0.2053, lr: 0.09862
iteration: 0, epoch: 13, best train: 0.186, best val: 0.2053, lr: 0.09838
iteration: 0, epoch: 14, best train: 0.192, best val: 0.2218, lr: 0.09812
iteration: 0, epoch: 15, best train: 0.192, best val: 0.2218, lr: 0.09785
iteration: 0, epoch: 16, best train: 0.192, best val: 0.2319, lr: 0.09755
iteration: 0, epoch: 17, best train: 0.192, best val: 0.2475, lr: 0.09724
iteration: 0, epoch: 18, best train: 0.194, best val: 0.2475, lr: 0.09691
iteration: 0, epoch: 19, best train: 0.194, best val: 0.2561, lr: 0.09656
iteration: 0, epoch: 20, best train: 0.202, best val: 0.2695, lr: 0.09619
iteration: 0, epoch: 21, best train: 0.202, best val: 0.2695, lr: 0.09581
iteration: 0, epoch: 22, best train: 0.202, best val: 0.2695, lr: 0.09541
iteration: 0, epoch: 23, best train: 0.217, best val: 0.2695, lr: 0.09499
iteration: 0, epoch: 24, best train: 0.217, best val: 0.2695, lr: 0.09455
iteration: 0, epoch: 25, best train: 0.219, best val: 0.2695, lr: 0.0941
iteration: 0, epoch: 26, best train: 0.242, best val: 0.2882, lr: 0.09362
iteration: 0, epoch: 27, best train: 0.242, best val: 0.2882, lr: 0.09314
iteration: 0, epoch: 28, best train: 0.242, best val: 0.2928, lr: 0.09263
iteration: 0, epoch: 29, best train: 0.242, best val: 0.2928, lr: 0.09211
iteration: 0, epoch: 30, best train: 0.257, best val: 0.3093, lr: 0.09157
iteration: 0, epoch: 31, best train: 0.267, best val: 0.3093, lr: 0.09102
iteration: 0, epoch: 32, best train: 0.267, best val: 0.3093, lr: 0.09045
iteration: 0, epoch: 33, best train: 0.267, best val: 0.3093, lr: 0.08987
iteration: 0, epoch: 34, best train: 0.267, best val: 0.3093, lr: 0.08927
iteration: 0, epoch: 35, best train: 0.276, best val: 0.3302, lr: 0.08865
iteration: 0, epoch: 36, best train: 0.279, best val: 0.3302, lr: 0.08802
iteration: 0, epoch: 37, best train: 0.279, best val: 0.3439, lr: 0.08738
iteration: 0, epoch: 38, best train: 0.279, best val: 0.3439, lr: 0.08672
iteration: 0, epoch: 39, best train: 0.302, best val: 0.3439, lr: 0.08604
iteration: 0, epoch: 40, best train: 0.307, best val: 0.3439, lr: 0.08536
iteration: 0, epoch: 41, best train: 0.307, best val: 0.3439, lr: 0.08465
iteration: 0, epoch: 42, best train: 0.307, best val: 0.3439, lr: 0.08394
iteration: 0, epoch: 43, best train: 0.307, best val: 0.3439, lr: 0.08321
iteration: 0, epoch: 44, best train: 0.312, best val: 0.3439, lr: 0.08247
iteration: 0, epoch: 45, best train: 0.322, best val: 0.3547, lr: 0.08172
iteration: 0, epoch: 46, best train: 0.322, best val: 0.3547, lr: 0.08095
iteration: 0, epoch: 47, best train: 0.333, best val: 0.3547, lr: 0.08018
iteration: 0, epoch: 48, best train: 0.333, best val: 0.3547, lr: 0.07939
iteration: 0, epoch: 49, best train: 0.333, best val: 0.3547, lr: 0.07859
iteration: 0, epoch: 50, best train: 0.343, best val: 0.3547, lr: 0.07778
iteration: 0, epoch: 51, best train: 0.343, best val: 0.3547, lr: 0.07696
iteration: 0, epoch: 52, best train: 0.343, best val: 0.3547, lr: 0.07612
iteration: 0, epoch: 53, best train: 0.343, best val: 0.3547, lr: 0.07528
iteration: 0, epoch: 54, best train: 0.343, best val: 0.3625, lr: 0.07443
iteration: 0, epoch: 55, best train: 0.343, best val: 0.3625, lr: 0.07357
iteration: 0, epoch: 56, best train: 0.343, best val: 0.3625, lr: 0.0727
iteration: 0, epoch: 57, best train: 0.351, best val: 0.3625, lr: 0.07182
iteration: 0, epoch: 58, best train: 0.351, best val: 0.3812, lr: 0.07093
