------------------------ Checkpoint 1  ------------------------
------------------------ Checkpoint 2  ------------------------
------------------------ Checkpoint 3  ------------------------
pruning state: 0
remaining weight at start of iteration =  100.0
iteration: 0, epoch: 0, best train: 0, best val: 0, lr: 0.1
iteration: 0, epoch: 1, best train: 0.09, best val: 0.1, lr: 0.09999
iteration: 0, epoch: 2, best train: 0.09, best val: 0.1, lr: 0.09996
iteration: 0, epoch: 3, best train: 0.106, best val: 0.1074, lr: 0.09991
iteration: 0, epoch: 4, best train: 0.118, best val: 0.1275, lr: 0.09985
iteration: 0, epoch: 5, best train: 0.126, best val: 0.138, lr: 0.09976
iteration: 0, epoch: 6, best train: 0.126, best val: 0.1541, lr: 0.09965
iteration: 0, epoch: 7, best train: 0.14, best val: 0.1541, lr: 0.09953
iteration: 0, epoch: 8, best train: 0.14, best val: 0.1632, lr: 0.09938
iteration: 0, epoch: 9, best train: 0.14, best val: 0.1817, lr: 0.09922
iteration: 0, epoch: 10, best train: 0.147, best val: 0.2053, lr: 0.09904
iteration: 0, epoch: 11, best train: 0.158, best val: 0.2174, lr: 0.09884
iteration: 0, epoch: 12, best train: 0.158, best val: 0.2284, lr: 0.09862
iteration: 0, epoch: 13, best train: 0.164, best val: 0.2284, lr: 0.09838
iteration: 0, epoch: 14, best train: 0.178, best val: 0.2284, lr: 0.09812
iteration: 0, epoch: 15, best train: 0.18, best val: 0.2387, lr: 0.09785
iteration: 0, epoch: 16, best train: 0.203, best val: 0.2756, lr: 0.09755
iteration: 0, epoch: 17, best train: 0.203, best val: 0.2756, lr: 0.09724
iteration: 0, epoch: 18, best train: 0.203, best val: 0.2756, lr: 0.09691
iteration: 0, epoch: 19, best train: 0.203, best val: 0.2756, lr: 0.09656
iteration: 0, epoch: 20, best train: 0.218, best val: 0.2756, lr: 0.09619
iteration: 0, epoch: 21, best train: 0.218, best val: 0.2771, lr: 0.09581
iteration: 0, epoch: 22, best train: 0.218, best val: 0.2849, lr: 0.09541
iteration: 0, epoch: 23, best train: 0.236, best val: 0.315, lr: 0.09499
iteration: 0, epoch: 24, best train: 0.236, best val: 0.315, lr: 0.09455
iteration: 0, epoch: 25, best train: 0.25, best val: 0.315, lr: 0.0941
iteration: 0, epoch: 26, best train: 0.25, best val: 0.315, lr: 0.09362
iteration: 0, epoch: 27, best train: 0.25, best val: 0.3242, lr: 0.09314
iteration: 0, epoch: 28, best train: 0.259, best val: 0.3242, lr: 0.09263
iteration: 0, epoch: 29, best train: 0.282, best val: 0.3242, lr: 0.09211
iteration: 0, epoch: 30, best train: 0.282, best val: 0.3242, lr: 0.09157
iteration: 0, epoch: 31, best train: 0.282, best val: 0.3304, lr: 0.09102
iteration: 0, epoch: 32, best train: 0.282, best val: 0.3424, lr: 0.09045
iteration: 0, epoch: 33, best train: 0.282, best val: 0.3424, lr: 0.08987
iteration: 0, epoch: 34, best train: 0.282, best val: 0.3424, lr: 0.08927
iteration: 0, epoch: 35, best train: 0.282, best val: 0.345, lr: 0.08865
iteration: 0, epoch: 36, best train: 0.289, best val: 0.3552, lr: 0.08802
iteration: 0, epoch: 37, best train: 0.289, best val: 0.3552, lr: 0.08738
iteration: 0, epoch: 38, best train: 0.319, best val: 0.3552, lr: 0.08672
iteration: 0, epoch: 39, best train: 0.319, best val: 0.3552, lr: 0.08604
iteration: 0, epoch: 40, best train: 0.319, best val: 0.3552, lr: 0.08536
iteration: 0, epoch: 41, best train: 0.319, best val: 0.3552, lr: 0.08465
iteration: 0, epoch: 42, best train: 0.319, best val: 0.3552, lr: 0.08394
iteration: 0, epoch: 43, best train: 0.319, best val: 0.3552, lr: 0.08321
iteration: 0, epoch: 44, best train: 0.319, best val: 0.3577, lr: 0.08247
iteration: 0, epoch: 45, best train: 0.334, best val: 0.3706, lr: 0.08172
iteration: 0, epoch: 46, best train: 0.334, best val: 0.3706, lr: 0.08095
iteration: 0, epoch: 47, best train: 0.334, best val: 0.3737, lr: 0.08018
iteration: 0, epoch: 48, best train: 0.336, best val: 0.3737, lr: 0.07939
iteration: 0, epoch: 49, best train: 0.336, best val: 0.376, lr: 0.07859
iteration: 0, epoch: 50, best train: 0.336, best val: 0.376, lr: 0.07778
iteration: 0, epoch: 51, best train: 0.338, best val: 0.376, lr: 0.07696
iteration: 0, epoch: 52, best train: 0.356, best val: 0.376, lr: 0.07612
iteration: 0, epoch: 53, best train: 0.356, best val: 0.3816, lr: 0.07528
iteration: 0, epoch: 54, best train: 0.356, best val: 0.3816, lr: 0.07443
iteration: 0, epoch: 55, best train: 0.356, best val: 0.3822, lr: 0.07357
iteration: 0, epoch: 56, best train: 0.369, best val: 0.3822, lr: 0.0727
iteration: 0, epoch: 57, best train: 0.369, best val: 0.3857, lr: 0.07182
iteration: 0, epoch: 58, best train: 0.369, best val: 0.3857, lr: 0.07093
iteration: 0, epoch: 59, best train: 0.369, best val: 0.3857, lr: 0.07004
iteration: 0, epoch: 60, best train: 0.371, best val: 0.3857, lr: 0.06913
iteration: 0, epoch: 61, best train: 0.381, best val: 0.3857, lr: 0.06822
iteration: 0, epoch: 62, best train: 0.381, best val: 0.3905, lr: 0.06731
iteration: 0, epoch: 63, best train: 0.381, best val: 0.3905, lr: 0.06638
iteration: 0, epoch: 64, best train: 0.39, best val: 0.3946, lr: 0.06545
iteration: 0, epoch: 65, best train: 0.39, best val: 0.3946, lr: 0.06451
iteration: 0, epoch: 66, best train: 0.39, best val: 0.4009, lr: 0.06357
iteration: 0, epoch: 67, best train: 0.42, best val: 0.4009, lr: 0.06262
iteration: 0, epoch: 68, best train: 0.42, best val: 0.4009, lr: 0.06167
